Wall time,Step,Value
1688568963.8571093,0,0.4555858075618744
1688571265.4553328,1,0.59016352891922
1688573567.6008542,2,0.6425637602806091
1688575869.2436926,3,0.6802284717559814
1688578171.9459724,4,0.7116485834121704
1688580470.25883,5,0.7390204668045044
1688582764.9955227,6,0.7634865045547485
1688585060.0353816,7,0.7862625122070312
1688587355.024832,8,0.8089208006858826
1688589649.954153,9,0.8293474316596985
