Wall time,Step,Value
1688568963.8571408,0,0.7514359951019287
1688571265.455465,1,0.8650513291358948
1688573567.6008854,2,0.8984145522117615
1688575869.2437239,3,0.9215233325958252
1688578171.946004,4,0.9371715188026428
1688580470.2588644,5,0.9509620070457458
1688582764.9955533,6,0.9616551995277405
1688585060.0354111,7,0.9707084894180298
1688587355.0248625,8,0.9775860905647278
1688589649.9541824,9,0.9834243655204773
